pmid,title,keywords,pubyear,jid
20354902,Estimating dynamic gait stability using data from non-aligned inertial sensors.,"D001696:Biomechanical Phenomena;D005080:Exercise Test;D005684:Gait;D006801:Humans;D008124:Locomotion;D008297:Male;D018670:Monitoring, Ambulatory;D055096:Optical Devices;D016138:Walking",2010,272
20346453,Walking variability during continuous pseudo-random oscillations of the support surface and visual field.,"D000222:Adaptation, Physiological;D000328:Adult;D005684:Gait;D006801:Humans;D008297:Male;D009949:Orientation;D009991:Oscillometry;D014794:Visual Fields;D014796:Visual Perception;D016138:Walking",2010,79
20185314,Variation in trunk kinematics influences variation in step width during treadmill walking by older and younger adults.,D000328:Adult;D000367:Age Factors;D001696:Biomechanical Phenomena;D005080:Exercise Test;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008875:Middle Aged;D004856:Postural Balance;D012044:Regression Analysis;D013909:Thorax;D016138:Walking,2010,58
20129786,Measures of frontal plane stability during treadmill and overground walking.,"D000058:Accidental Falls;D000704:Analysis of Variance;D001696:Biomechanical Phenomena;D005080:Exercise Test;D005260:Female;D006801:Humans;D008124:Locomotion;D008297:Male;D004856:Postural Balance;D012815:Signal Processing, Computer-Assisted;D016138:Walking;D055815:Young Adult",2010,58
19713694,Gait variability among healthy adults: low and high stride-to-stride variability are both a reflection of gait stability.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D001288:Attention;D004185:Disability Evaluation;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D004856:Postural Balance;D016138:Walking;D055815:Young Adult",2010,265
19621072,Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement.,D055317:Evidence-Based Practice;D006801:Humans;D015201:Meta-Analysis as Topic;D010506:Periodicals as Topic;D017594:Publication Bias;D011643:Publishing;D011786:Quality Control;D012196:Review Literature as Topic;D009626:Terminology as Topic,2009,273
19566273,"Gait dynamics in Parkinson's disease: common and distinct behavior among stride length, gait variability, and fractal-like scaling.","D000161:Acoustic Stimulation;D001696:Biomechanical Phenomena;D055592:Biophysical Phenomena;D016022:Case-Control Studies;D000697:Central Nervous System Stimulants;D017709:Fractals;D020233:Gait Disorders, Neurologic;D006801:Humans;D008774:Methylphenidate;D008954:Models, Biological;D017711:Nonlinear Dynamics;D010300:Parkinson Disease;D016138:Walking",2009,274
19502060,Dynamic stability of superior vs. inferior segments during walking in young and older adults.,D000058:Accidental Falls;D000328:Adult;D000367:Age Factors;D000368:Aged;D000375:Aging;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D004856:Postural Balance,2009,58
19446294,Is slow walking more stable?,"D000058:Accidental Falls;D000328:Adult;D000704:Analysis of Variance;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008954:Models, Biological;D017711:Nonlinear Dynamics;D004856:Postural Balance;D016138:Walking;D055815:Young Adult",2009,79
19221191,Acceleration patterns of the head and pelvis during gait in older people with Parkinson's disease: a comparison of fallers and nonfallers.,"D000054:Acceleration;D000058:Accidental Falls;D000222:Adaptation, Physiological;D000368:Aged;D000886:Anthropometry;D001696:Biomechanical Phenomena;D016022:Case-Control Studies;D005080:Exercise Test;D005260:Female;D005684:Gait;D020233:Gait Disorders, Neurologic;D015577:Geriatric Assessment;D019416:Head Movements;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D010388:Pelvis;D004856:Postural Balance;D016138:Walking",2009,271
19218229,Whole-body responses: neural control and implications for rehabilitation and fall prevention.,D000058:Accidental Falls;D000818:Animals;D005081:Exercise Therapy;D006801:Humans;D008124:Locomotion;D004856:Postural Balance;D011187:Posture;D011597:Psychomotor Performance,2009,275
19135478,Statistical precision and sensitivity of measures of dynamic gait stability.,"D000328:Adult;D001696:Biomechanical Phenomena;D005684:Gait;D006801:Humans;D008297:Male;D008954:Models, Biological;D009483:Neuropsychological Tests;D004856:Postural Balance;D016138:Walking",2009,219
19014631,Control of the upper body accelerations in young and elderly women during level walking.,D000054:Acceleration;D000328:Adult;D000368:Aged;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006257:Head;D019416:Head Movements;D006801:Humans;D004856:Postural Balance;D016138:Walking,2009,7
18973258,Walking stability using harmonic ratios in Parkinson's disease.,D000054:Acceleration;D000368:Aged;D000978:Antiparkinson Agents;D001696:Biomechanical Phenomena;D016022:Case-Control Studies;D005260:Female;D020235:Gait Apraxia;D006801:Humans;D008297:Male;D008875:Middle Aged;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D016138:Walking,2009,28
18668626,The role of gait rhythmicity and bilateral coordination of stepping in the pathophysiology of freezing of gait in Parkinson's disease.,D007839:Functional Laterality;D005684:Gait;D006801:Humans;D010300:Parkinson Disease;D010507:Periodicity;D011597:Psychomotor Performance;D016138:Walking,2008,28
18412621,Bilateral coordination of walking and freezing of gait in Parkinson's disease.,"D000978:Antiparkinson Agents;D005260:Female;D007839:Functional Laterality;D005684:Gait;D020233:Gait Disorders, Neurologic;D006801:Humans;D007980:Levodopa;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011597:Psychomotor Performance;D016138:Walking",2008,146
18163154,Fluctuation and synchronization of gait intervals and gait force profiles distinguish stages of Parkinson's disease.,,2007,276
17895436,Gait variability and the risk of incident mobility disability in community-dwelling older adults.,"D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D015331:Cohort Studies;D005260:Female;D005684:Gait;D020233:Gait Disorders, Neurologic;D006801:Humans;D008297:Male;D051346:Mobility Limitation;D011446:Prospective Studies;D012307:Risk Factors;D016138:Walking",2007,271
17826461,Six weeks of intensive treadmill training improves gait and quality of life in patients with Parkinson's disease: a pilot study.,D000368:Aged;D005081:Exercise Therapy;D017079:Exercise Tolerance;D005260:Female;D005500:Follow-Up Studies;D005684:Gait;D006801:Humans;D008297:Male;D010300:Parkinson Disease;D010865:Pilot Projects;D011788:Quality of Life;D011795:Surveys and Questionnaires;D013997:Time Factors;D016896:Treatment Outcome,2007,269
17686633,Dynamic stability differences in fall-prone and healthy adults.,D000057:Accident Proneness;D000058:Accidental Falls;D000328:Adult;D000368:Aged;D001696:Biomechanical Phenomena;D006801:Humans;D004856:Postural Balance;D011187:Posture;D016138:Walking,2008,263
17655480,Differences between local and orbital dynamic stability during human walking.,"D000328:Adult;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008954:Models, Biological;D016138:Walking",2007,277
17618701,"Gait dynamics, fractals and falls: finding meaning in the stride-to-stride fluctuations of human walking.","D000054:Acceleration;D000058:Accidental Falls;D000328:Adult;D000368:Aged;D000375:Aging;D001289:Attention Deficit Disorder with Hyperactivity;D002490:Central Nervous System;D004562:Electrocardiography;D017709:Fractals;D005684:Gait;D020233:Gait Disorders, Neurologic;D006801:Humans;D006816:Huntington Disease;D008875:Middle Aged;D010300:Parkinson Disease;D017933:Peripheral Nervous System;D011603:Psychophysiology;D011619:Psychotropic Drugs;D016138:Walking",2008,59
17503027,A new measure for quantifying the bilateral coordination of human gait: effects of aging and Parkinson's disease.,D000328:Adult;D000368:Aged;D000375:Aging;D000704:Analysis of Variance;D005260:Female;D007839:Functional Laterality;D005684:Gait;D006801:Humans;D008297:Male;D010300:Parkinson Disease;D011597:Psychomotor Performance,2008,70
17004944,Marked alterations in the gait timing and rhythmicity of patients with de novo Parkinson's disease.,D000368:Aged;D000704:Analysis of Variance;D005260:Female;D007839:Functional Laterality;D005684:Gait;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D010507:Periodicity;D011930:Reaction Time;D013028:Space Perception;D013996:Time and Motion Studies,2007,146
16982195,Walking speed influences on gait cycle variability.,D000328:Adult;D005260:Female;D005684:Gait;D006801:Humans;D012420:Running;D016138:Walking,2007,58
16713924,Epidemiology of Parkinson's disease.,D000367:Age Factors;D006801:Humans;D010300:Parkinson Disease;D011379:Prognosis;D012307:Risk Factors,2006,44
16621565,The influence of gait speed on local dynamic stability of walking.,"D000054:Acceleration;D000328:Adult;D000465:Algorithms;D001696:Biomechanical Phenomena;D005080:Exercise Test;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008954:Models, Biological;D012044:Regression Analysis;D016138:Walking",2007,58
16518128,Effects of methylphenidate on cognitive function and gait in patients with Parkinson's disease: a pilot study.,D000368:Aged;D001288:Attention;D000697:Central Nervous System Stimulants;D003071:Cognition;D004334:Drug Administration Schedule;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008774:Methylphenidate;D009043:Motor Activity;D009483:Neuropsychological Tests;D010300:Parkinson Disease;D010865:Pilot Projects;D011340:Problem Solving;D011597:Psychomotor Performance,2006,139
16491406,Adaptations of walking pattern on a compliant surface to regulate dynamic stability.,"D000222:Adaptation, Physiological;D000328:Adult;D001696:Biomechanical Phenomena;D003627:Data Interpretation, Statistical;D004576:Electromyography;D005260:Female;D005528:Foot;D006801:Humans;D007866:Leg;D008124:Locomotion;D008297:Male;D010812:Physical Stimulation;D004856:Postural Balance;D013499:Surface Properties;D013909:Thorax;D014034:Toes;D016138:Walking",2006,70
16432700,A direct comparison of local dynamic stability during unperturbed standing and walking.,D000293:Adolescent;D000328:Adult;D000367:Age Factors;D000368:Aged;D000704:Analysis of Variance;D001696:Biomechanical Phenomena;D005080:Exercise Test;D006801:Humans;D008875:Middle Aged;D017711:Nonlinear Dynamics;D004856:Postural Balance;D011187:Posture;D012399:Rotation;D016138:Walking,2006,70
16389084,Kinematic variability and local dynamic stability of upper body motions when walking at different speeds.,D000328:Adult;D000704:Analysis of Variance;D001696:Biomechanical Phenomena;D005260:Female;D006801:Humans;D008297:Male;D016138:Walking,2006,79
16125264,Age-related differences in head and trunk coordination during walking.,D000328:Adult;D000367:Age Factors;D000368:Aged;D000375:Aging;D000886:Anthropometry;D006257:Head;D006801:Humans;D008875:Middle Aged;D010388:Pelvis;D013909:Thorax;D016138:Walking,2006,59
16053531,Effect of gait speed on gait rhythmicity in Parkinson's disease: variability of stride time and swing time respond differently.,,2005,7
16042812,Too much or too little step width variability is associated with a fall history in older persons who walk at or near normal gait speed.,,2005,7
16033650,"Gait variability: methods, modeling and meaning.",,2005,7
15929090,Treadmill walking as an external pacemaker to improve gait rhythm and stability in Parkinson's disease.,D000886:Anthropometry;D003463:Cues;D003710:Demography;D005080:Exercise Test;D005260:Female;D005684:Gait;D006801:Humans;D008875:Middle Aged;D010300:Parkinson Disease;D010507:Periodicity;D026741:Physical Therapy Modalities;D016138:Walking,2005,28
15639397,"Gait instability and fractal dynamics of older adults with a ""cautious"" gait: why do certain older adults walk fearfully?","D000058:Accidental Falls;D000368:Aged;D016022:Case-Control Studies;D003863:Depression;D005116:Extrapyramidal Tracts;D005239:Fear;D005260:Female;D005625:Frontal Lobe;D005684:Gait;D006801:Humans;D008279:Magnetic Resonance Imaging;D008297:Male;D018482:Muscle, Skeletal;D011569:Psychiatric Status Rating Scales;D014057:Tomography, X-Ray Computed",2005,58
15531176,Upper body accelerations during walking in healthy young and elderly men.,D000328:Adult;D000367:Age Factors;D000368:Aged;D001696:Biomechanical Phenomena;D005684:Gait;D006801:Humans;D008297:Male;D013647:Task Performance and Analysis;D013997:Time Factors;D034941:Upper Extremity;D016138:Walking,2005,58
15519333,The condition for dynamic stability.,"D000054:Acceleration;D000328:Adult;D001696:Biomechanical Phenomena;D001827:Body Height;D005260:Female;D005528:Foot;D006112:Gravitation;D006801:Humans;D007866:Leg;D008297:Male;D008954:Models, Biological;D004856:Postural Balance;D011312:Pressure;D013997:Time Factors",2005,79
15300651,"Falls and freezing of gait in Parkinson's disease: a review of two interconnected, episodic phenomena.","D000058:Accidental Falls;D004576:Electromyography;D007839:Functional Laterality;D005684:Gait;D020233:Gait Disorders, Neurologic;D006801:Humans;D007103:Immobilization;D010300:Parkinson Disease;D010808:Physical Examination;D004856:Postural Balance;D016896:Treatment Outcome",2004,28
15211023,Relationship between balance and gait stability in healthy older adults.,"D000058:Accidental Falls;D000222:Adaptation, Physiological;D000328:Adult;D000367:Age Factors;D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D016022:Case-Control Studies;D005260:Female;D005684:Gait;D006304:Health Status;D006801:Humans;D008297:Male;D004856:Postural Balance;D016138:Walking",2004,278
14766505,Control of gait initiation.,,1991,279
14654205,The effect of gait speed on lateral balance control during walking in healthy elderly.,D000054:Acceleration;D000368:Aged;D000375:Aging;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D004856:Postural Balance;D012044:Regression Analysis;D013909:Thorax;D016138:Walking,2004,58
12882986,Energy cost of walking and gait instability in healthy 65- and 80-yr-olds.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D001481:Basal Metabolism;D001823:Body Composition;D004734:Energy Metabolism;D005684:Gait;D006801:Humans;D007866:Leg;D008875:Middle Aged;D008954:Models, Biological;D009043:Motor Activity;D018482:Muscle, Skeletal;D010101:Oxygen Consumption;D004856:Postural Balance;D016138:Walking",2004,280
12730255,Acceleration patterns of the head and pelvis when walking are associated with risk of falling in community-dwelling older people.,"D000054:Acceleration;D000058:Accidental Falls;D000368:Aged;D000369:Aged, 80 and over;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006257:Head;D006801:Humans;D008297:Male;D010388:Pelvis;D004856:Postural Balance;D011446:Prospective Studies;D012307:Risk Factors;D016138:Walking",2003,271
12611998,Role of the unperturbed limb and arms in the reactive recovery response to an unexpected slip during locomotion.,"D000058:Accidental Falls;D000328:Adult;D001132:Arm;D001696:Biomechanical Phenomena;D005260:Female;D006801:Humans;D007700:Kinetics;D007866:Leg;D008124:Locomotion;D008297:Male;D018482:Muscle, Skeletal;D004856:Postural Balance",2003,65
12610686,Impaired regulation of stride variability in Parkinson's disease subjects with freezing of gait.,"D000368:Aged;D005260:Female;D005684:Gait;D020233:Gait Disorders, Neurologic;D006801:Humans;D018476:Hypokinesia;D007980:Levodopa;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D012044:Regression Analysis;D018709:Statistics, Nonparametric;D016138:Walking",2003,70
12297254,Reference data for normal subjects obtained with an accelerometric device.,"D000054:Acceleration;D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008875:Middle Aged;D012016:Reference Values;D015203:Reproducibility of Results",2003,58
12091559,Strategies for dynamic stability during locomotion on a slippery surface: effects of prior experience and knowledge.,"D000222:Adaptation, Physiological;D000328:Adult;D001132:Arm;D005260:Female;D006801:Humans;D019359:Knowledge;D007866:Leg;D008297:Male;D009068:Movement;D018482:Muscle, Skeletal;D004856:Postural Balance;D011187:Posture;D013997:Time Factors",2002,65
11748737,Abnormalities of the spatiotemporal characteristics of gait at the onset of freezing in Parkinson's disease.,D000368:Aged;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006801:Humans;D018476:Hypokinesia;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D016138:Walking,2002,28
11494184,Gait variability and fall risk in community-living older adults: a 1-year prospective study.,"D000058:Accidental Falls;D000203:Activities of Daily Living;D000368:Aged;D000369:Aged, 80 and over;D005260:Female;D005684:Gait;D005853:Geriatrics;D006304:Health Status;D006801:Humans;D008297:Male;D011237:Predictive Value of Tests;D011446:Prospective Studies;D012307:Risk Factors",2001,269
11277298,Local dynamic stability versus kinematic variability of continuous overground and treadmill walking.,"D000328:Adult;D001696:Biomechanical Phenomena;D005080:Exercise Test;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008954:Models, Biological;D012016:Reference Values;D016138:Walking",2001,277
10940402,Active control of lateral balance in human walking.,"D001696:Biomechanical Phenomena;D005246:Feedback;D005684:Gait;D006801:Humans;D008954:Models, Biological;D004856:Postural Balance;D014722:Vestibule, Labyrinth;D014785:Vision, Ocular;D016138:Walking",2001,79
10821982,Functional changes of the basal ganglia circuitry in Parkinson's disease.,D000818:Animals;D001479:Basal Ganglia;D001921:Brain;D002540:Cerebral Cortex;D006801:Humans;D009410:Nerve Degeneration;D010300:Parkinson Disease,2000,84
9613733,Gait variability and basal ganglia disorders: stride-to-stride variations of gait cycle timing in Parkinson's disease and Huntington's disease.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D001479:Basal Ganglia;D001480:Basal Ganglia Diseases;D003937:Diagnosis, Differential;D005260:Female;D005684:Gait;D006801:Humans;D006816:Huntington Disease;D008124:Locomotion;D008297:Male;D008875:Middle Aged;D009460:Neurologic Examination;D010300:Parkinson Disease;D011930:Reaction Time;D012016:Reference Values",1998,28
9084350,Increased gait unsteadiness in community-dwelling elderly fallers.,"D000058:Accidental Falls;D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D002318:Cardiovascular Diseases;D016022:Case-Control Studies;D015897:Comorbidity;D005221:Fatigue;D005260:Female;D005684:Gait;D006801:Humans;D008124:Locomotion;D008297:Male;D015999:Multivariate Analysis;D009140:Musculoskeletal Diseases;D004856:Postural Balance;D012189:Retrospective Studies",1997,269
9075002,Center of mass velocity-position predictions for balance control.,"D000058:Accidental Falls;D005528:Foot;D006801:Humans;D008954:Models, Biological;D009068:Movement;D004856:Postural Balance;D011187:Posture",1997,79
9063277,Gait changes in older adults: predictors of falls or indicators of fear.,"D000058:Accidental Falls;D000203:Activities of Daily Living;D000368:Aged;D000369:Aged, 80 and over;D000375:Aging;D000886:Anthropometry;D005239:Fear;D005260:Female;D005684:Gait;D015577:Geriatric Assessment;D006801:Humans;D008297:Male;D016017:Odds Ratio;D011446:Prospective Studies;D012307:Risk Factors;D012680:Sensitivity and Specificity",1997,281
8727526,Fractal dynamics of human gait: stability of long-range correlations in stride interval fluctuations.,D000328:Adult;D005684:Gait;D006801:Humans;D008124:Locomotion;D008297:Male;D013223:Statistics as Topic;D013997:Time Factors;D016138:Walking,1996,280
8514809,Control of whole body balance in the frontal plane during human walking.,"D000005:Abdomen;D000054:Acceleration;D000328:Adult;D000843:Ankle Joint;D001696:Biomechanical Phenomena;D005528:Foot;D006112:Gravitation;D006257:Head;D006615:Hip;D006621:Hip Joint;D006801:Humans;D007717:Knee;D008159:Lumbar Vertebrae;D008297:Male;D008954:Models, Biological;D009132:Muscles;D010388:Pelvis;D004856:Postural Balance;D011187:Posture;D013909:Thorax;D016138:Walking",1993,79
8366265,Dynamic stability in the elderly: identifying a possible measure.,"D000054:Acceleration;D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D005684:Gait;D015577:Geriatric Assessment;D006801:Humans;D004856:Postural Balance;D016138:Walking",1993,282
8172506,Quantitative gait assessment as a predictor of prospective and retrospective falls in community-dwelling older women.,"D000058:Accidental Falls;D000368:Aged;D000369:Aged, 80 and over;D001696:Biomechanical Phenomena;D005260:Female;D005684:Gait;D006293:Health Promotion;D006801:Humans;D016015:Logistic Models;D008875:Middle Aged;D004856:Postural Balance;D011237:Predictive Value of Tests;D011446:Prospective Studies;D016059:Range of Motion, Articular;D012189:Retrospective Studies;D012307:Risk Factors;D013997:Time Factors;D014743:Videotape Recording;D016138:Walking",1994,269
7713836,Is walking a random walk? Evidence for long-range correlations in stride interval of human gait.,"D000328:Adult;D005583:Fourier Analysis;D017709:Fractals;D005684:Gait;D006801:Humans;D008297:Male;D008390:Markov Chains;D008954:Models, Biological",1995,280
2230833,Quantitative analysis of gait in Parkinson patients: increased variability of stride length.,"D000368:Aged;D000369:Aged, 80 and over;D005260:Female;D005684:Gait;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D012016:Reference Values;D012044:Regression Analysis;D013997:Time Factors;D016138:Walking",1990,113
29807534,Abnormalities of age-related T cell senescence in Parkinson's disease.,Immune markers;Immunosenescence;Parkinson’s disease;T cells,2018,104
28649603,The gut-brain axis: is intestinal inflammation a silent driver of Parkinson's disease pathogenesis?,,2017,21
28636593,T cells from patients with Parkinson's disease recognize α-synuclein peptides.,"D000368:Aged;D000369:Aged, 80 and over;D000483:Alleles;D000595:Amino Acid Sequence;D015551:Autoimmunity;D018984:Epitopes, T-Lymphocyte;D005260:Female;D006680:HLA Antigens;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D010446:Peptide Fragments;D013601:T-Lymphocytes;D013602:T-Lymphocytes, Cytotoxic;D006377:T-Lymphocytes, Helper-Inducer;D051844:alpha-Synuclein",2017,13
27488222,Exposure to bacterial endotoxin generates a distinct strain of α-synuclein fibril.,"D000682:Amyloid;D000818:Animals;D002478:Cells, Cultured;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008070:Lipopolysaccharides;D051379:Mice;D008810:Mice, Inbred C57BL;D017628:Microglia;D019578:Multiple System Atrophy;D009474:Neurons;D010300:Parkinson Disease;D066329:Protein Aggregates;D017434:Protein Structure, Tertiary;D021381:Protein Transport;D051844:alpha-Synuclein",2018,24
26999434,Serum immune markers and disease progression in an incident Parkinson's disease cohort (ICICLE-PD).,D000368:Aged;D015415:Biomarkers;D002097:C-Reactive Protein;D016207:Cytokines;D018450:Disease Progression;D005260:Female;D005500:Follow-Up Studies;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011379:Prognosis,2017,28
26084020,Proteolytic Processing of Interleukin-1 Family Cytokines: Variations on a Common Theme.,D000818:Animals;D020170:Caspase 1;D006801:Humans;D007109:Immunity;D007249:Inflammation;D007375:Interleukin-1;D008407:Mast Cells;D009504:Neutrophils;D010447:Peptide Hydrolases;D059748:Proteolysis,2015,91
25478795,Residual endotoxin contaminations in recombinant proteins are sufficient to activate human CD1c+ dendritic cells.,"D018949:Antigens, CD1;D002478:Cells, Cultured;D003713:Dendritic Cells;D004731:Endotoxins;D004926:Escherichia coli;D006023:Glycoproteins;D006801:Humans;D008070:Lipopolysaccharides;D011994:Recombinant Proteins",2015,68
24702516,Alpha-synuclein in peripheral tissues and body fluids as a biomarker for Parkinson's disease - a systematic review.,D015415:Biomarkers;D006801:Humans;D010300:Parkinson Disease;D051844:alpha-Synuclein,2015,283
23383169,"Triggering of inflammasome by aggregated α-synuclein, an inflammatory response in synucleinopathies.","D000704:Analysis of Variance;D015153:Blotting, Western;D002352:Carrier Proteins;D056148:Chromatography, Reverse-Phase;D017931:DNA Primers;D006801:Humans;D058847:Inflammasomes;D007249:Inflammation;D053583:Interleukin-1beta;D016631:Lewy Bodies;D018625:Microscopy, Atomic Force;D018613:Microscopy, Confocal;D046529:Microscopy, Electron, Transmission;D000071199:NLR Family, Pyrin Domain-Containing 3 Protein;D009474:Neurons;D010300:Parkinson Disease;D010587:Phagocytosis;D060888:Real-Time Polymerase Chain Reaction;D013050:Spectrometry, Fluorescence;D013056:Spectrophotometry, Ultraviolet;D013844:Thiazoles;D051195:Toll-Like Receptor 2;D051844:alpha-Synuclein",2013,68
22523201,"CNS infections, sepsis and risk of Parkinson's disease.",D000368:Aged;D016022:Case-Control Studies;D002494:Central Nervous System Infections;D004198:Disease Susceptibility;D005260:Female;D006801:Humans;D008297:Male;D010300:Parkinson Disease;D015995:Prevalence;D012042:Registries;D012307:Risk Factors;D018805:Sepsis;D013548:Sweden,2013,284
22361232,Contributions of central and systemic inflammation to the pathophysiology of Parkinson's disease.,D000818:Animals;D006801:Humans;D007249:Inflammation;D018836:Inflammation Mediators;D010300:Parkinson Disease,2012,92
22315722,Inflammation and adaptive immunity in Parkinson's disease.,"D056704:Adaptive Immunity;D001253:Astrocytes;D002490:Central Nervous System;D004660:Encephalitis;D006801:Humans;D007113:Immunity, Innate;D007167:Immunotherapy;D017628:Microglia;D010300:Parkinson Disease;D017510:Protein Folding",2012,285
21317042,α-Synuclein and tau concentrations in cerebrospinal fluid of patients presenting with parkinsonism: a cohort study.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D015415:Biomarkers;D015331:Cohort Studies;D003430:Cross-Sectional Studies;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D008297:Male;D008875:Middle Aged;D019578:Multiple System Atrophy;D010300:Parkinson Disease;D051844:alpha-Synuclein;D016875:tau Proteins",2011,44
21048992,Glial innate immunity generated by non-aggregated alpha-synuclein in mouse: differences between wild-type and Parkinson's disease-linked mutants.,"D000818:Animals;D001483:Base Sequence;D018925:Chemokines;D016207:Cytokines;D017931:DNA Primers;D004591:Electrophoresis, Polyacrylamide Gel;D005455:Fluorescent Antibody Technique;D007113:Immunity, Innate;D051379:Mice;D008810:Mice, Inbred C57BL;D017628:Microglia;D010300:Parkinson Disease;D010587:Phagocytosis;D020133:Reverse Transcriptase Polymerase Chain Reaction;D051844:alpha-Synuclein",2011,68
19664708,The blood-brain barrier and immune function and dysfunction.,"D000818:Animals;D001812:Blood-Brain Barrier;D016207:Cytokines;D006801:Humans;D008070:Lipopolysaccharides;D008959:Models, Neurological;D015213:Neuroimmunomodulation",2010,89
18678243,Peripheral cytokines profile in Parkinson's disease.,"D000368:Aged;D016022:Case-Control Studies;D018932:Chemokine CCL2;D054405:Chemokine CCL3;D018946:Chemokine CCL5;D016207:Cytokines;D004797:Enzyme-Linked Immunosorbent Assay;D005260:Female;D020869:Gene Expression Profiling;D006801:Humans;D007371:Interferon-gamma;D053583:Interleukin-1beta;D016209:Interleukin-8;D007963:Leukocytes, Mononuclear;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011134:Polysaccharides;D012333:RNA, Messenger;D020133:Reverse Transcriptase Polymerase Chain Reaction;D014409:Tumor Necrosis Factor-alpha",2009,286
18599350,Why neurodegenerative diseases are progressive: uncontrolled inflammation drives disease progression.,"D000818:Animals;D018450:Disease Progression;D006801:Humans;D007249:Inflammation;D018448:Models, Immunological;D019636:Neurodegenerative Diseases",2008,128
18157654,Origins and effects of extracellular alpha-synuclein: implications in Parkinson's disease.,D000818:Animals;D001921:Brain;D004660:Encephalitis;D005089:Exocytosis;D045604:Extracellular Fluid;D005911:Gliosis;D006801:Humans;D017628:Microglia;D009474:Neurons;D010300:Parkinson Disease;D051844:alpha-Synuclein,2008,287
18018486,The Lewy body in Parkinson's disease: molecules implicated in the formation and degradation of alpha-synuclein aggregates.,D001933:Brain Stem;D002540:Cerebral Cortex;D004798:Enzymes;D006801:Humans;D016631:Lewy Bodies;D009419:Nerve Tissue Proteins;D010300:Parkinson Disease;D051844:alpha-Synuclein,2008,288
17339843,Inflammation as a causative factor in the aetiology of Parkinson's disease.,"D000818:Animals;D000893:Anti-Inflammatory Agents;D000978:Antiparkinson Agents;D001812:Blood-Brain Barrier;D003167:Complement Activation;D016207:Cytokines;D004195:Disease Models, Animal;D004298:Dopamine;D006098:Granulocytes;D006801:Humans;D008070:Lipopolysaccharides;D017628:Microglia;D009443:Neuritis;D009474:Neurons;D009569:Nitric Oxide;D010300:Parkinson Disease;D017382:Reactive Oxygen Species;D013378:Substantia Nigra",2007,200
17166628,Alpha-synuclein activates stress signaling protein kinases in THP-1 cells and microglia.,D002460:Cell Line;D006801:Humans;D007155:Immunologic Factors;D047908:Intracellular Signaling Peptides and Proteins;D017628:Microglia;D009000:Monocytes;D018384:Oxidative Stress;D011494:Protein Kinases;D015398:Signal Transduction;D051844:alpha-Synuclein,2008,87
16507759,Detection of oligomeric forms of alpha-synuclein protein in human plasma as a potential biomarker for Parkinson's disease.,"D000368:Aged;D000369:Aged, 80 and over;D015415:Biomarkers;D001704:Biopolymers;D002850:Chromatography, Gel;D004797:Enzyme-Linked Immunosorbent Assay;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D011237:Predictive Value of Tests;D011993:Recombinant Fusion Proteins;D012680:Sensitivity and Specificity;D051844:alpha-Synuclein",2006,289
